UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],TWF,HDF,PWF,OSF,RNF,Machine_failure
721,L47900,L,-1.3023616787764485,-0.7451572309007156,1.50731391332624,-1.623816533699439,0.3621154905747235,0,0,0,0,0,0
722,L47901,L,-1.252365645148799,-0.7451572309007156,0.8769978228328931,-0.9115683412237894,0.39353685293966106,0,0,0,0,0,0
723,L47902,L,-1.252365645148799,-0.7451572309007156,-0.6234891536512693,0.4728013849964882,0.42495821530459865,0,0,0,0,0,0
724,M15583,M,-1.3023616787764485,-0.7451572309007156,-0.21629380315556726,0.6333080199205777,0.45637957766953624,0,0,0,0,0,0
725,L47904,L,-1.252365645148799,-0.7451572309007156,-0.8298758381490909,0.4627697203137324,0.5035116212169427,0,0,0,0,0,0
726,L47905,L,-1.3023616787764485,-0.8125581165062443,0.5646287868361901,-0.5805234066928531,0.5349329835818802,0,0,0,0,0,0
727,M15586,M,-1.3023616787764485,-0.8125581165062443,0.4976925648368966,-0.2595101368446733,0.5663543459468179,0,0,0,0,0,0
728,H30141,H,-1.3523577124040698,-0.9473598877173399,-0.22187182165550837,-0.23944680747916175,0.6134863894942243,0,0,0,0,0,0
729,M15588,M,-1.3023616787764485,-0.8799590021118113,-0.6346451906511515,1.034574607230803,0.6920397954065682,0,0,0,0,0,0
730,L47909,L,-1.3523577124040698,-0.9473598877173399,0.2634157878393694,-0.22941514279640599,0.7391718389539746,0,0,0,0,0,0
731,M15590,M,-1.3523577124040698,-0.9473598877173399,-0.3780563396538599,1.074701265961826,0.7705932013189123,0,0,0,0,0,0
732,M15591,M,-1.3523577124040698,-0.9473598877173399,-0.6011770796515048,1.3054295536652054,0.8177252448663187,0,0,0,0,0,0
733,L47912,L,-1.4023537460317193,-0.9473598877173399,2.1487860408194694,-1.7943548333062846,0.8648572884137251,0,0,0,0,0,0
734,M15593,M,-1.4523497796593405,-1.082161658928474,-0.6569572646509161,0.20194643856208588,0.8962786507786626,0,0,0,0,0,0
735,H30148,H,-1.50234581328699,-1.082161658928474,-1.3040074106440864,1.4659361885892956,0.943410694326069,0,0,0,0,0,0
736,L47915,L,-1.5523418469146397,-1.082161658928474,0.10165325134107682,-0.7610933709824549,1.021964100238413,0,0,0,0,0,0
737,L47916,L,-1.5523418469146397,-1.1495625445340025,0.09049721434119457,-0.17925681938262783,1.0533854626033508,0,0,0,0,0,0
738,H30151,H,-1.5523418469146397,-1.1495625445340025,-0.3613222841540365,-0.07894017255507152,1.0848068249682883,0,0,0,0,0,0
739,L47918,L,-1.6023378805422608,-1.1495625445340025,-0.1828256921559205,0.5931813611895553,1.1633602308806323,0,0,0,0,0,0
740,L47919,L,-1.5523418469146397,-1.082161658928474,-0.8298758381490909,0.18188310919657433,1.1947815932455699,0,0,0,0,0,0
741,M15600,M,-1.5523418469146397,-1.082161658928474,-0.49519472815262344,0.6934980080171117,1.2262029556105074,0,0,0,0,0,0
742,L47921,L,-1.5523418469146397,-1.1495625445340025,-0.14377956265633265,-0.1190668312860946,1.273334999157914,0,0,0,0,0,0
743,L47922,L,-1.6023378805422608,-1.2169634301395695,0.5813628423360134,-0.530365083279075,1.3047563615228515,0,0,0,0,0,0
744,L47923,L,-1.6023378805422608,-1.2169634301395695,-0.9916383746473835,1.3856828711272502,1.336177723887789,0,0,0,0,0,0
745,L47924,L,-1.6523339141699105,-1.2843643157450981,-0.49519472815262344,0.0915981270517738,1.3675990862527267,0,0,0,0,0,0
746,L47925,L,-1.6523339141699105,-1.3517652013506651,-0.48961670965268234,1.074701265961826,1.3990204486176643,0,0,0,0,0,0
747,L47926,L,-1.6023378805422608,-1.2843643157450981,-1.3932557066431444,2.208279375113212,1.4304418109826018,0,0,0,1,0,1
748,L47927,L,-1.6023378805422608,-1.2843643157450981,-1.0195284671470892,0.8339413135756903,1.4618631733475393,0,0,0,0,0,0
749,H30162,H,-1.6523339141699105,-1.2843643157450981,-0.06010928515721578,0.6333080199205777,1.493284535712477,0,0,0,0,0,0
750,L47929,L,-1.7023299477975316,-1.3517652013506651,2.44999903981629,-1.7742915039407734,1.5718379416248212,0,0,0,0,0,0
751,L47930,L,-1.6523339141699105,-1.3517652013506651,-0.021063155657627914,-0.31970012494120725,1.6032593039897587,0,0,0,0,0,0
752,M15611,M,-1.6023378805422608,-1.2843643157450981,1.6969665423242384,-1.5836898749684165,1.6346806663546962,0,0,0,0,0,0
753,L47932,L,-1.5523418469146397,-1.2843643157450981,-0.651379246150975,0.8740679723067134,1.6818127099021027,0,0,0,0,0,0
754,L47933,L,-1.6023378805422608,-1.3517652013506651,-0.01548513715768679,0.04143980363799563,1.7132340722670403,0,0,0,0,0,0
755,M15614,M,-1.5523418469146397,-1.2843643157450981,-0.3111201176545664,0.4326747262654651,1.7446554346319778,0,0,0,0,0,0
756,H30169,H,-1.6023378805422608,-1.2843643157450981,-0.26091795115509625,0.3724847381689319,1.7917874781793843,0,0,0,0,0,0
757,L47936,L,-1.6023378805422608,-1.3517652013506651,0.25225975083948715,0.04143980363799563,1.8703408840917282,0,0,0,0,0,0
758,L47937,L,-1.5523418469146397,-1.2843643157450981,0.09049721434119457,-0.6306817301066312,1.901762246456666,0,0,0,0,0,0
759,L47938,L,-1.6023378805422608,-1.3517652013506651,-0.23302785865539064,0.17185144451381926,1.9331836088216034,0,0,0,0,0,0
760,M15619,M,-1.6523339141699105,-1.4865669725617607,-0.009907118657745666,-0.3698584483549854,1.964604971186541,0,0,0,0,0,0
761,L47940,L,-1.6523339141699105,-1.4865669725617607,-0.18840371065586164,-0.05887684318956068,2.0117370147339475,0,0,0,0,0,0
762,L47941,L,-1.6523339141699105,-1.4865669725617607,0.5980968978358369,-0.5403967479618307,2.043158377098885,0,0,0,0,0,0
763,M15622,M,-1.6523339141699105,-1.4865669725617607,-1.4099897621429678,2.0578044048718778,-1.6959837443286894,0,0,0,0,0,0
764,L47943,L,-1.6523339141699105,-1.4865669725617607,-0.7740956531496797,0.7536879961136456,-1.6488517007812828,0,0,0,0,0,0
765,L47944,L,-1.6023378805422608,-1.4191660869562321,-1.1255108186459706,1.6565378175616523,-1.6174303384163453,0,0,0,0,0,0
766,L47945,L,-1.5523418469146397,-1.3517652013506651,-1.153400911145676,1.3957145358100058,-1.5860089760514078,0,0,0,0,0,0
767,L47946,L,-1.6023378805422608,-1.3517652013506651,0.12396532534084131,-0.16922515469987276,-1.55458761368647,0,0,0,0,0,0
768,L47947,L,-1.5523418469146397,-1.3517652013506651,0.04029504784172445,-0.8915050118582778,-1.5231662513215325,0,0,0,0,0,0
769,L47948,L,-1.5523418469146397,-1.3517652013506651,0.9718241373318922,-1.0720749761478792,-1.491744888956595,0,0,0,0,0,0
770,L47949,L,-1.5523418469146397,-1.3517652013506651,-1.0920427076463237,0.45273805563097663,-1.4603235265916572,0,0,0,0,0,0
771,L47950,L,-1.6023378805422608,-1.3517652013506651,-0.8242978196491497,1.445872859223784,-1.4289021642267197,0,0,0,0,0,0
772,H30185,H,-1.6023378805422608,-1.3517652013506651,-1.2705392996444398,1.8672027758995209,-1.3974808018617821,0,0,0,0,0,0
773,H30186,H,-1.6023378805422608,-1.3517652013506651,-0.47846067265280007,1.1047962600100927,-1.318927395949438,0,0,0,0,0,0
774,L47953,L,-1.6023378805422608,-1.3517652013506651,-0.160513618156156,-0.05887684318956068,-1.240373990037094,0,0,0,0,0,0
775,L47954,L,-1.6023378805422608,-1.4191660869562321,-0.5063507651525057,0.8840996369894685,-1.2089526276721565,0,0,0,0,0,0
776,L47955,L,-1.6523339141699105,-1.4865669725617607,-0.47846067265280007,0.6032130258723112,-1.177531265307219,0,0,0,0,0,0
777,L47956,L,-1.6523339141699105,-1.4865669725617607,-0.39479039515368325,-0.07894017255507152,-1.1461099029422812,0,0,0,0,0,0
778,L47957,L,-1.6523339141699105,-1.4865669725617607,-0.8744999861486199,0.7536879961136456,-1.1146885405773437,0,0,0,0,0,0
779,L47958,L,-1.6523339141699105,-1.3517652013506651,0.22994767683972267,-0.7811567003479657,-1.0832671782124061,0,0,0,0,0,0
780,L47959,L,-1.6023378805422608,-1.3517652013506651,0.7096572678346593,-1.021916652734101,-1.0518458158474686,0,0,0,0,0,0
781,M15640,M,-1.5523418469146397,-1.3517652013506651,-0.7238934866502096,1.074701265961826,-1.0204244534825309,0,0,0,0,0,0
782,L47961,L,-1.6023378805422608,-1.3517652013506651,0.7598594343341295,-1.0319483174168569,-0.9732924099351246,0,0,0,0,0,0
783,L47962,L,-1.6023378805422608,-1.4191660869562321,0.8881538598327753,-0.9216000059065448,-0.9418710475701869,0,0,0,0,0,0
784,H30197,H,-1.6523339141699105,-1.4191660869562321,0.22436965833978154,-0.6607767241548985,-0.9104496852052493,0,0,0,0,0,0
785,L47964,L,-1.6523339141699105,-1.4191660869562321,1.139164692330126,-1.2125182817064584,-0.8318962792929053,0,0,0,0,0,0
786,M15645,M,-1.5523418469146397,-1.3517652013506651,-0.23302785865539064,0.4828330496792433,-0.8004749169279677,0,0,0,0,0,0
787,L47966,L,-1.5523418469146397,-1.2843643157450981,1.1280086553302437,-1.1222332995616573,-0.7533428733805613,0,0,0,0,0,0
788,L47967,L,-1.5523418469146397,-1.2843643157450981,-0.5788650056517404,0.5329913730930215,-0.7219215110156237,0,0,0,0,0,0
789,M15648,M,-1.5523418469146397,-1.2843643157450981,-0.5509749131520347,0.6333080199205777,-0.6905001486506861,0,0,0,0,0,0
790,M15649,M,-1.5523418469146397,-1.3517652013506651,0.5702068053361312,-0.6708083888376544,-0.6433681051032797,0,0,0,0,0,0
791,L47970,L,-1.6023378805422608,-1.4191660869562321,-0.6625352831508572,0.5430230377757772,-0.5962360615558733,0,0,0,0,0,0
792,L47971,L,-1.6023378805422608,-1.4191660869562321,0.4028662503378975,-0.46014343049978595,-0.5648146991909357,0,0,0,0,0,0
793,L47972,L,-1.6023378805422608,-1.4865669725617607,-0.92470215264809,0.2922314207068864,-0.5333933368259981,0,0,0,0,0,0
794,M15653,M,-1.6023378805422608,-1.4191660869562321,0.8044835823336585,-0.8212833590789884,-0.5019719744610606,0,0,0,0,0,0
795,H30208,H,-1.5523418469146397,-1.4191660869562321,0.045873066341665575,-0.7410300416169433,-0.4548399309136541,0,0,0,0,0,0
796,L47975,L,-1.5523418469146397,-1.4865669725617607,0.3693981393382508,-0.29963679557569567,-0.3762865250013101,0,0,0,0,0,0
797,M15656,M,-1.5523418469146397,-1.4191660869562321,2.628495631814406,-2.115368103154465,-0.3448651626363725,0,0,0,0,0,0
798,L47977,L,-1.6023378805422608,-1.5539678581673277,0.1462773993406058,0.011344809589729025,-0.2977331190889661,0,0,0,0,0,0
799,M15658,M,-1.5523418469146397,-1.4865669725617607,1.6132962648251215,-1.5435632162373938,-0.2663117567240285,0,0,0,0,0,0
800,M15659,M,-1.50234581328699,-1.4865669725617607,0.22436965833978154,-0.5905550713756088,-0.21917971317662213,0,0,0,0,0,0
801,M15660,M,-1.50234581328699,-1.4191660869562321,1.914509263821942,-1.5836898749684165,-0.17204766962921572,0,0,0,0,0,0
802,L47981,L,-1.5523418469146397,-1.4865669725617607,-1.415567780642909,1.2151445715204048,-0.12491562608180933,0,0,0,0,0,0
803,L47982,L,-1.5523418469146397,-1.4865669725617607,0.17974551034025255,-0.5002700892308083,-0.09349426371687172,0,0,0,0,0,0
804,H30217,H,-1.5523418469146397,-1.4865669725617607,0.05702910334154782,-0.21938347811365091,-0.06207290135193413,0,0,0,0,0,0
805,M15664,M,-1.5523418469146397,-1.4865669725617607,0.029139010841842203,-0.23944680747916175,0.016480504560409875,0,0,0,0,0,0
806,M15665,M,-1.50234581328699,-1.4191660869562321,-0.7071594311503862,0.7436563314308898,0.06361254810781627,0,0,0,0,0,0
807,M15666,M,-1.50234581328699,-1.4191660869562321,-0.651379246150975,1.3054295536652054,0.11074459165522267,0,0,0,0,0,0
808,L47987,L,-1.50234581328699,-1.5539678581673277,1.8308389863228252,-1.7241331805269953,0.15787663520262907,0,0,0,0,0,0
809,L47988,L,-1.5523418469146397,-1.5539678581673277,-0.6402232091510927,0.3323580794379088,0.18929799756756668,0,0,0,0,0,0
810,L47989,L,-1.5523418469146397,-1.6213687437728563,-0.48403869115274123,0.5731180318240445,0.22071935993250427,0,0,0,0,0,0
811,L47990,L,-1.5523418469146397,-1.5539678581673277,0.06260712184148895,-0.028781849141293357,0.2521407222974419,0,0,0,0,0,0
812,L47991,L,-1.6023378805422608,-1.6213687437728563,0.27457182483925163,-0.23944680747916175,0.2835620846623795,0,0,0,0,0,0
813,L47992,L,-1.6023378805422608,-1.6213687437728563,-1.1199328001460294,0.4427063909482209,0.31498344702731707,0,0,0,0,0,0
814,L47993,L,-1.6023378805422608,-1.6213687437728563,-0.14377956265633265,0.0013131449069732513,0.34640480939225465,0,0,0,0,0,0
815,M15674,M,-1.6023378805422608,-1.6887696293784233,-0.383634358153801,0.5931813611895553,0.37782617175719224,0,0,0,0,0,0
816,M15675,M,-1.6023378805422608,-1.6887696293784233,-0.12704550715650928,-0.32973178962396227,0.42495821530459865,0,0,0,0,0,0
817,L47996,L,-1.6023378805422608,-1.6213687437728563,-0.5844430241516815,0.8339413135756903,0.47209025885200506,0,0,0,0,0,0
818,L47997,L,-1.6023378805422608,-1.6213687437728563,-0.9525922451477956,1.205112906837649,0.5035116212169427,0,0,0,0,0,0
819,L47998,L,-1.6023378805422608,-1.6213687437728563,-1.3095854291440276,0.8740679723067134,0.5349329835818802,0,0,0,0,0,0
820,L47999,L,-1.6023378805422608,-1.6213687437728563,-0.7852516901495619,0.6734346786516008,0.5663543459468179,0,0,0,0,0,0
821,L48000,L,-1.6523339141699105,-1.6213687437728563,-0.12704550715650928,-0.2595101368446733,0.5977757083117554,0,0,0,0,0,0
822,L48001,L,-1.6523339141699105,-1.6213687437728563,-0.3613222841540365,0.17185144451381926,0.6291970706766931,0,0,0,0,0,0
823,M15682,M,-1.6523339141699105,-1.6213687437728563,0.045873066341665575,-0.530365083279075,0.6606184330416307,0,0,0,0,0,0
824,M15683,M,-1.7023299477975316,-1.6887696293784233,-0.3166981361545075,-0.008718519775782523,0.7077504765890371,0,0,0,0,0,0
825,L48004,L,-1.7023299477975316,-1.7561705149839903,-0.5732869871517992,0.28219975602413067,0.7548825201364434,0,0,0,0,0,0
826,L48005,L,-1.7023299477975316,-1.823571400589519,-0.3613222841540365,0.0013131449069732513,0.7863038825013811,0,0,0,0,0,0
827,L48006,L,-1.7523259814251813,-1.890972286195086,-0.3222761546544486,-0.17925681938262783,0.8177252448663187,0,0,0,0,0,0
828,L48007,L,-1.7523259814251813,-1.823571400589519,-0.21071578465562613,0.21197810324484165,0.8491466072312562,0,0,0,0,0,0
829,L48008,L,-1.7523259814251813,-1.823571400589519,0.15185541784054693,-0.27957346621018414,0.8805679695961939,0,0,0,0,0,0
830,L48009,L,-1.7523259814251813,-1.823571400589519,0.22436965833978154,-0.5504284126445864,0.9119893319611314,0,0,0,0,0,0
831,L48010,L,-1.7023299477975316,-1.7561705149839903,0.51442662033672,-0.5002700892308083,0.943410694326069,0,0,0,0,0,0
832,M15691,M,-1.7023299477975316,-1.7561705149839903,0.029139010841842203,0.23204143261035248,0.9748320566910067,0,0,0,0,0,0
833,L48012,L,-1.7023299477975316,-1.7561705149839903,-0.09915541465680365,-0.13913016065160544,1.021964100238413,0,0,0,0,0,0
834,L48013,L,-1.7023299477975316,-1.7561705149839903,0.4307563428376031,-1.2024866170237025,1.0533854626033508,0,0,0,0,0,0
835,H30248,H,-1.7023299477975316,-1.7561705149839903,-1.147822892645735,1.024542942548048,1.0848068249682883,0,0,0,0,0,0
836,M15695,M,-1.6523339141699105,-1.7561705149839903,-0.032219192657510165,-0.7510617062996991,1.1633602308806323,0,0,0,0,0,0
837,L48016,L,-1.7023299477975316,-1.7561705149839903,-0.9525922451477956,0.5129280437275106,1.2104922744280386,0,0,0,0,0,0
838,L48017,L,-1.7023299477975316,-1.7561705149839903,-0.4115244506535066,0.7837829901619122,1.2419136367929762,0,0,0,0,0,0
839,H30252,H,-1.7023299477975316,-1.7561705149839903,-0.7406275421500329,0.15178811514830773,1.273334999157914,0,0,0,0,0,0
840,M15699,M,-1.7523259814251813,-1.7561705149839903,0.1462773993406058,0.3524214088034203,1.3518884050702578,0,0,0,0,0,0
841,L48020,L,-1.7023299477975316,-1.6887696293784233,0.2411037138396049,-0.20935181343089515,1.3990204486176643,0,0,0,0,0,0
842,L48021,L,-1.7023299477975316,-1.6887696293784233,-0.5565529316519758,0.5530547024585329,1.4304418109826018,0,0,0,0,0,0
843,M15702,M,-1.7023299477975316,-1.6887696293784233,0.15185541784054693,-0.5002700892308083,1.4618631733475393,0,0,0,0,0,0
844,L48023,L,-1.7023299477975316,-1.6887696293784233,-0.2999640806546841,0.2721680913413756,1.5089952168949459,0,0,0,0,0,0
845,L48024,L,-1.7523259814251813,-1.6887696293784233,0.15185541784054693,-0.49023842454805255,1.5404165792598834,0,0,0,0,0,0
846,L48025,L,-1.852318048680452,-1.823571400589519,-0.5565529316519758,0.15178811514830773,1.5718379416248212,0,0,0,0,0,0
847,M15706,M,-1.8023220150528307,-1.7561705149839903,-0.6848473571506217,1.0044796131825364,1.6032593039897587,0,0,0,0,0,0
848,L48027,L,-1.8023220150528307,-1.7561705149839903,7.219204857265951,-3.4495795059609637,1.650391347537165,0,0,1,0,0,1
849,L48028,L,-1.852318048680452,-1.7561705149839903,-0.4115244506535066,0.7135613373826232,1.6818127099021027,0,0,0,0,0,0
850,H30263,H,-1.8023220150528307,-1.7561705149839903,0.2634157878393694,-0.45011176581703016,-1.6959837443286894,0,0,0,0,0,0
851,L48030,L,-1.852318048680452,-1.823571400589519,0.15743343634048806,-0.8614100178100111,-1.6174303384163453,0,0,0,0,0,0
852,M15711,M,-1.9023140823081015,-1.890972286195086,-0.835453856649032,0.8640363076239577,-1.5860089760514078,0,0,0,0,0,0
853,M15712,M,-1.852318048680452,-1.823571400589519,-0.9525922451477956,0.9543212897687582,-1.5388769325040013,0,0,0,0,0,0
854,L48033,L,-1.852318048680452,-1.823571400589519,-0.5286628391522702,0.9041629663549801,-1.491744888956595,0,0,0,0,0,0
855,M15714,M,-1.852318048680452,-1.823571400589519,-0.2274498401554495,0.1618197798310635,-1.4603235265916572,0,0,0,0,0,0
856,L48035,L,-1.9523101159357228,-1.890972286195086,0.425178324337662,-0.9216000059065448,-1.413191483044251,0,0,0,0,0,0
857,L48036,L,-1.9523101159357228,-1.9583731718006148,2.003757559821,-1.7341648452097511,-1.3817701206793134,0,0,0,0,0,0
858,M15717,M,-1.9523101159357228,-1.9583731718006148,-1.0529965781467359,1.3355245477134718,-1.3503487583143756,0,0,0,0,0,0
859,M15718,M,-1.9023140823081015,-2.0257740574061818,-0.12704550715650928,-0.23944680747916175,-1.3032167147669693,0,0,0,0,0,0
860,H30273,H,-1.9023140823081015,-2.0257740574061818,0.017982973841959956,0.06150313300350718,-1.2560846712195628,0,0,0,0,0,0
861,H30274,H,-1.9523101159357228,-2.0931749430117486,0.01240495534201883,-0.7410300416169433,-1.177531265307219,0,0,0,0,0,0
862,M15721,M,-1.9523101159357228,-2.0931749430117486,2.29939254031788,-1.6739748571132171,-1.098977859394875,0,0,0,0,0,0
863,H30276,H,-1.9523101159357228,-2.160575828617277,0.5925188793358958,-0.9015366765410335,-1.0518458158474686,0,0,0,0,0,0
864,L48043,L,-2.0023061495633723,-2.2279767142228444,-0.6848473571506217,0.42264306158271003,-0.9732924099351246,0,0,0,0,0,0
865,M15724,M,-2.0023061495633723,-2.2279767142228444,2.8181482608124044,-1.7742915039407734,-0.9418710475701869,0,0,0,0,0,0
866,L48045,L,-2.052302183191022,-2.295377599828373,-0.6960033941505039,1.024542942548048,-0.8947390040227805,0,0,0,0,0,0
867,L48046,L,-2.052302183191022,-2.295377599828373,0.7765934898339528,-1.3328982578995259,-0.8633176416578429,0,0,0,0,0,0
868,H30281,H,-2.052302183191022,-2.3627784854339398,0.3080399358388984,-0.6808400535204094,-0.8318962792929053,0,0,0,0,0,0
869,M15728,M,-2.1022982168186433,-2.3627784854339398,-0.13820154415639152,-0.22941514279640599,-0.7533428733805613,0,0,0,0,0,0
870,L48049,L,-2.1022982168186433,-2.3627784854339398,-1.0083724301472068,0.9242262957204916,-0.7062108298331549,0,0,0,0,0,0
871,L48050,L,-2.1022982168186433,-2.430179371039507,-1.1924470406452639,1.6264428235133859,-0.6747894674682173,0,0,0,0,0,0
872,L48051,L,-2.1022982168186433,-2.430179371039507,-1.1143547816460881,1.3254928830307169,-0.6433681051032797,0,0,0,0,0,0
873,M15732,M,-2.1022982168186433,-2.430179371039507,-1.1366668556458528,1.1750179127893825,-0.6119467427383422,0,0,0,0,0,0
874,L48053,L,-2.052302183191022,-2.430179371039507,1.9702894488213534,-1.8344814920373074,-0.5648146991909357,0,0,0,0,0,0
875,L48054,L,-2.052302183191022,-2.430179371039507,0.20205758434001705,-1.1523282936099244,-0.5333933368259981,0,0,0,0,0,0
876,M15735,M,-2.1022982168186433,-2.4975802566450356,-0.5286628391522702,0.5530547024585329,-0.5019719744610606,0,0,0,0,0,0
877,L48056,L,-2.1522942504462925,-2.4975802566450356,2.098583874319999,-1.764259839258018,-0.4548399309136541,0,0,0,0,0,0
878,M15737,M,-2.202290284073914,-2.5649811422506024,0.25225975083948715,-0.640713394789387,-0.4234185685487165,0,0,0,0,0,0
879,M15738,M,-2.1522942504462925,-2.4975802566450356,0.8156396193335407,-0.5103017539135641,-0.3762865250013101,0,0,0,0,0,0
880,L48059,L,-2.1022982168186433,-2.4975802566450356,-1.1255108186459706,1.4659361885892956,-0.32915448145390375,0,0,0,0,0,0
881,M15740,M,-2.1022982168186433,-2.4975802566450356,-1.6944687056399652,3.632775760064512,-0.2977331190889661,0,0,1,0,0,1
882,L48061,L,-2.1522942504462925,-2.5649811422506024,-0.41710246915344773,0.6232763552378227,-0.25060107554155975,0,0,0,0,0,0
883,M15742,M,-2.1522942504462925,-2.5649811422506024,1.1168526183303613,-1.4131515753615709,-0.21917971317662213,0,0,0,0,0,0
884,L48063,L,-2.1522942504462925,-2.4975802566450356,-0.2720739881549785,-0.570491742010098,-0.17204766962921572,0,0,0,0,0,0
885,L48064,L,-2.1022982168186433,-2.430179371039507,-1.0195284671470892,0.8038463195274238,-0.14062630726427813,0,0,0,0,0,0
886,L48065,L,-2.1522942504462925,-2.5649811422506024,-0.7908297086495031,1.205112906837649,-0.10920494489934052,0,0,0,0,0,0
887,L48066,L,-2.1522942504462925,-2.5649811422506024,-0.4505705801530945,0.06150313300350718,-0.07778358253440293,0,0,0,0,0,0
888,H30301,H,-2.1522942504462925,-2.5649811422506024,3.4707764253055156,-2.3561280555406,-0.046362220169465326,0,0,0,0,0,0
889,M15748,M,-2.202290284073914,-2.6323820278561314,0.6259869903355425,-1.1924549523409467,0.03219118574287867,0,0,0,0,0,0
890,L48069,L,-2.202290284073914,-2.6323820278561314,-0.835453856649032,0.6232763552378227,0.07932322929028507,0,0,0,0,0,0
891,L48070,L,-2.202290284073914,-2.699782913461698,-0.9414362081479134,1.2452395655686714,0.11074459165522267,0,0,0,0,0,0
892,L48071,L,-2.1522942504462925,-2.6323820278561314,-0.7294715051501507,0.793814654844668,0.14216595402016027,0,0,0,0,0,0
893,L48072,L,-2.1522942504462925,-2.6323820278561314,-1.0920427076463237,1.445872859223784,0.17358731638509786,0,0,0,0,0,0
894,M15753,M,-2.1522942504462925,-2.5649811422506024,-0.6458012276510338,0.252104761975864,0.20500867875003548,0,0,0,0,0,0
895,L48074,L,-2.202290284073914,-2.5649811422506024,-0.6290671721512104,0.8640363076239577,0.2521407222974419,0,0,0,0,0,0
896,M15755,M,-2.202290284073914,-2.5649811422506024,-0.5788650056517404,1.1649862481066267,0.2835620846623795,0,0,0,0,0,0
897,L48076,L,-2.2522863177015635,-2.6323820278561314,0.1909015473401348,-0.49023842454805255,0.3306941282097859,0,0,0,0,0,0
898,L48077,L,-2.202290284073914,-2.5649811422506024,0.40844426883783863,-0.8814733471755224,0.3621154905747235,0,0,0,0,0,0
899,L48078,L,-2.202290284073914,-2.5649811422506024,-0.517506802152388,0.9944479484997806,0.39353685293966106,0,0,0,0,0,0
900,H30313,H,-2.202290284073914,-2.5649811422506024,-1.1701349666454994,1.5361578413685846,0.42495821530459865,0,0,0,0,0,0
901,L48080,L,-2.202290284073914,-2.5649811422506024,0.1685894733403703,-0.49023842454805255,0.5035116212169427,0,0,0,0,0,0
902,H30315,H,-2.202290284073914,-2.6323820278561314,-1.5773303171412014,2.2383743691614786,0.5349329835818802,0,0,0,0,0,0
903,L48082,L,-2.202290284073914,-2.6323820278561314,-0.8689219676486788,0.8740679723067134,0.6134863894942243,0,0,0,0,0,0
904,L48083,L,-2.1522942504462925,-2.5649811422506024,4.078780441799098,-2.546729684512957,0.6449077518591618,0,0,1,0,0,1
905,H30318,H,-2.1522942504462925,-2.5649811422506024,-0.4505705801530945,0.9844162838170248,0.6763291142240995,0,0,0,0,0,0
906,L48085,L,-2.202290284073914,-2.6323820278561314,-0.3613222841540365,0.12169312110004112,0.7548825201364434,0,0,0,0,0,0
907,M15766,M,-2.202290284073914,-2.6323820278561314,-0.42825850615332994,0.9242262957204916,0.7863038825013811,0,0,0,0,0,0
908,M15767,M,-2.202290284073914,-2.6323820278561314,0.7263913233344828,-1.1021699701961463,0.8334359260487875,0,0,0,0,0,0
909,M15768,M,-2.2522863177015635,-2.6323820278561314,1.5798281538254746,-1.5736582102856609,0.8805679695961939,0,0,0,0,0,0
910,L48089,L,-2.2522863177015635,-2.699782913461698,-0.4617266171529767,-0.07894017255507152,0.9277000131436003,0,0,0,0,0,0
911,L48090,L,-2.2522863177015635,-2.699782913461698,0.04029504784172445,-0.40998510708600777,0.9591213755085378,0,0,0,0,0,0
912,M15771,M,-2.202290284073914,-2.6323820278561314,-0.2720739881549785,0.2721680913413756,0.9905427378734755,0,0,0,0,0,0
913,L48092,L,-2.202290284073914,-2.699782913461698,0.1685894733403703,0.04143980363799563,1.0376747814208818,0,0,0,0,0,0
914,L48093,L,-2.2522863177015635,-2.699782913461698,0.45864643533730876,-1.0520116467823681,1.0690961437858195,0,0,0,0,0,0
915,M15774,M,-2.302282351329213,-2.767183799067265,-0.11588947015662703,0.06150313300350718,1.100517506150757,0,0,0,0,0,0
916,M15775,M,-2.302282351329213,-2.834584684672794,-0.07126532215709803,-0.17925681938262783,1.1476495496981634,0,0,0,0,0,0
917,M15776,M,-2.352278384956834,-2.834584684672794,0.2801498433391928,-0.37989011303774045,1.1947815932455699,0,0,0,0,0,0
918,L48097,L,-2.352278384956834,-2.901985570278361,-0.35574426565409534,1.1047962600100927,1.2419136367929762,0,0,0,0,0,0
919,M15778,M,-2.352278384956834,-2.901985570278361,-0.3669003026539776,-0.14916182533436123,1.273334999157914,0,0,0,0,0,0
920,L48099,L,-2.302282351329213,-2.834584684672794,-0.7350495236500918,1.074701265961826,1.3204670427053202,0,0,0,0,0,0
921,M15780,M,-2.2522863177015635,-2.767183799067265,-0.11588947015662703,0.4126113968999543,1.3518884050702578,0,0,0,0,0,0
922,H30335,H,-2.2522863177015635,-2.767183799067265,0.3024619173389573,-0.27957346621018414,1.3990204486176643,0,0,0,0,0,0
923,M15782,M,-2.2522863177015635,-2.767183799067265,-0.8856560231485021,1.2452395655686714,1.4775738545300083,0,0,0,0,0,0
924,M15783,M,-2.2522863177015635,-2.699782913461698,-0.6458012276510338,0.5329913730930215,1.5247058980774146,0,0,0,0,0,0
925,L48104,L,-2.2522863177015635,-2.699782913461698,1.45711174682677,-1.2426132757547248,1.5718379416248212,0,0,0,0,0,0
